Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
74   135  -1576.932         28.75525     25.1555      -9.527       4.1615       0.1205       
74   136  -1591.805         28.6915      25.963       14.873       5.346        -2.394       
74   137  -1580.872         28.63225     25.9695      -10.933      3.94         -0.7955      
74   138  -1597.079         28.863       26.556       16.207       5.274        -2.937       
74   139  -1586.8455        28.88775     26.9105      -10.2335     5.9735       -3.643       
74   140  -1602.702         28.9225      27.285       15.8565      5.623        -3.879       
74   141  -1593.817         28.71375     27.7575      -8.885       6.9715       -5.582       
74   142  -1608.242         28.41        28.04        14.425       5.54         -4.525       
74   143  -1599.6735        28.2355      28.261       -8.5685      5.8565       -5.314       
74   144  -1613.405         28.231       28.822       13.7315      5.163        -4.903       
74   145  -1604.5665        28.186       29.117       -8.8385      4.893        -4.854       
74   146  -1618.138         28.266       29.662       13.5715      4.733        -5.255       
74   147  -1609.237         28.472       30.359       -8.901       4.6705       -5.4875      
74   148  -1622.516         28.403       30.506       13.279       4.378        -5.74        
74   149  -1614.161         28.8615      31.608       -8.355       4.924        -6.983       
74   150  -1626.446         28.62        31.31        12.285       3.93         -6.136       
74   151  -1617.6615        29.11425     32.4535      -8.7845      3.5005       -6.8085      
74   152  -1629.787         28.8235      32.027       12.1255      3.341        -6.351       
74   153  -1619.7465        29.21275     32.9955      -10.0405     2.085        -6.2385      
74   154  -1632.736         28.977       32.714       12.9895      2.949        -6.676       
74   155  -1621.979         29.31975     33.6695      -10.757      2.2325       -6.928       
74   156  -1635.402         29.0475      33.395       13.423       2.666        -7.08        
74   157  -1624.742         29.42525     34.5105      -10.66       2.763        -8.1325      
74   158  -1637.832         29.033       34.086       13.09        2.43         -7.525       
74   159  -1627.9985        29.5595      35.554       -9.8335      3.2565       -9.467       
74   160  -1639.975         28.971       34.792       11.9765      2.143        -7.929       
74   161  -1630.4205        29.65225     36.5745      -9.5545      2.422        -9.676       
74   162  -1641.666         28.8885      35.467       11.2455      1.691        -8.183       
74   163  -1631.5395        29.61075     37.2815      -10.1265     1.119        -9.3935      
74   164  -1642.973         28.838       36.106       11.4335      1.307        -8.474       
74   165  -1632.593         29.5425      37.77        -10.38       1.0535       -10.035      
74   166  -1643.963         28.897       36.734       11.37        0.99         -8.796       
74   167  -1633.413         *            *            -10.55       0.82         -10.29       
74   168  -1644.563         *            *            11.15        0.6          -9.034       
74   169  -1632.535         *            *            -12.028      -0.878       *            
74   170  -1644.817         *            *            12.282       0.254        *            
74   171  -1631.306         *            *            -13.511      -1.229       *            
74   172  -1645.105         *            *            13.799       0.288        *            
74   173  -1631.4845        *            *            -13.6205     0.1785       *            
74   174  -1645.424         *            *            13.9395      0.319        *            
74   175  -1631.589         *            *            -13.835      0.1045       *            
74   176  -1645.674         *            *            14.085       0.25         *            
74   177  -1631.3985        *            *            -14.2755     -0.1905      *            
74   178  -1646.303         *            *            14.9045      0.629        *            
74   179  -1631.5615        *            *            -14.7415     0.163        *            
74   180  -1647.19          *            *            15.6285      0.887        *            
74   181  -1635.5435        *            *            -11.6465     3.982        *            
74   182  -1648.287         *            *            12.7435      1.097        *            
74   183  -1644.264         *            *            -4.023       8.7205       *            
74   184  -1649.121         *            *            4.857        0.834        *            
75   86   -1249.6795        -13.7235     1.7995       *            *            1.828        
75   87   -1254.47675       -12.92375    1.25075      4.79725      *            4.2845       
75   88   -1273.159         -11.069      2.457        18.68225     23.4795      3.021        
75   89   -1276.07675       -10.51875    2.124        2.91775      21.6         5.44925      
75   90   -1295.3895        -9.0635      3.176        19.31275     22.2305      3.6125       
75   91   -1296.1085        -8.744       2.96625      0.719        20.03175     6.14425      
75   92   -1316.4125        -7.5795      3.8115       20.304       21.023       4.101        
75   93   -1314.59925       -7.68325     3.46         -1.81325     18.49075     6.843        
75   94   -1336.026         -6.857       4.5935       21.42675     19.6135      4.875        
75   95   -1334.2695        -8.0445      4.39925      -1.7565      19.67025     5.16975      
75   96   -1353.148         -8.707       4.955        18.8785      17.122       6.5845       
75   97   -1355.20925       -8.28625     5.613        2.06125      20.93975     2.961        
75   98   -1372.4905        -7.7955      6.016        17.28125     19.3425      4.0025       
75   99   -1374.57775       -7.51275     6.4035       2.08725      19.3685      3.3185       
75   100  -1390.805         -6.99        6.981        16.22725     18.3145      3.9695       
75   101  -1392.38475       -6.70775     7.356        1.57975      17.807       4.0895       
75   102  -1408.2145        -6.2455      7.756        15.82975     17.4095      3.9095       
75   103  -1409.7885        -5.803       8.302        1.574        17.40375     3.54025      
75   104  -1424.9375        -5.5555      8.178        15.149       16.723       3.821        
75   105  -1427.3105        -4.9365      8.79975      2.373        17.522       2.476        
75   106  -1441.1835        -4.6675      8.7165       13.873       16.246       3.876        
75   107  -1443.6305        -3.8205      9.3285       2.447        16.32        3.18025      
75   108  -1457.0025        -3.2785      9.5805       13.372       15.819       3.7645       
75   109  -1458.87125       -2.44575     10.10825     1.86875      15.24075     3.73075      
75   110  -1472.36          -1.653       10.801       13.48875     15.3575      3.362        
75   111  -1474.037         -1.3945      10.4335      1.677        15.16575     3.026        
75   112  -1487.264         0.264        12.606       13.227       14.904       2.595        
75   113  -1487.587         -0.0675      12.35725     0.323        13.55        4.3165       
