A	elt	Z	S(2n)	S(2p)	Q(a)	Q(2B-)	Q(ep)	Q(B-	n)		
Po	84	8393#	499#	*	*	9395#	401#	*	-405#	499#	
227	At	85	9054#	422#	*	2922#	499#	7801#	298#	*	665#
227	Rn	86	9790.94	17.96	16223#	298#	3382#	196#	5708.12	14.23	-11952#
227	Fr	87	10280.8	13.34	15290#	298#	3829.52	15.17	3832.87	6.21	-12221#
227	Ra	88	10958.03	2.87	13934.37	11.31	4363.06	8.06	1372.89	2.41	-8858.45
227	Ac	89	11930.4	4.69	12548.97	12.11	5042.27	0.14	-981.62	7.43	-8959.93
227	Th	90	12647.94	5.43	10766.23	2.97	6146.6	0.1	-3240.64	9.9	-5151.97
227	Pa	91	13652.16	71.39	9384.09	8.68	6580.4	2.12	-5730.88	72.87	-4767.04
227	U	92	14477.09	14.51	7842.61	10.85	7234.72	3.05	-7724#	100#	-1441.14
227	Np	93	15168.26	101.91	6356.59	101.47	7816.49	14.4	*	-760.17	73.38
227	Pu	94	*	5188#	100#	8508#	122#	*	2152#	101#	*
At	85	9073#	499#	*	2429#	566#	8300#	401#	*	727#	401#
228	Rn	86	9646.36	20.55	16883#	401#	2908#	196#	6303.2	17.79	-14326#
228	Fr	87	10278.95	9.17	15808#	298#	3248.29	23.35	4489.49	7.05	-11388#
228	Ra	88	10870.19	2.32	14384.87	10.67	4070.25	10.02	2169.28	2.57	-11234.54
228	Ac	89	11557.17	3.45	13203.75	6.57	4721.2	11.37	-28.86	4.78	-8076.69
228	Th	90	12569.28	4.63	11474.78	1.9	5520.15	0.22	-2451.24	14.43	-7695.7
228	Pa	91	13252.32	12.14	9963.62	5.17	6264.54	1.46	-4672.11	50.74	-4214.96
228	U	92	14249.28	19.3	8553.35	14.98	6803.58	10.18	-6865.14	32.45	-3871.57
228	Np	93	15324#	102#	7015.52	51.81	7308.5	50	*	-524.47	51.1
228	Pu	94	*	5819.44	31.87	7940.2	17.68	*	-247.06	30.67	*
At	85	8802#	499#	*	*	9155#	401#	*	1509#	401#	
229	Rn	86	9666.07	19.2	17496#	401#	2407#	298#	6800.44	20.21	*
229	Fr	87	10156.82	7.73	16393#	298#	2849#	298#	4978.33	13.1	-13305#
229	Ra	88	10758.38	15.56	14901.81	20.9	3602.91	19.04	2976.38	15.63	-9970.47
229	Ac	89	11302.28	12.26	13570.45	13.47	4444.41	17.02	793.03	12.55	-9983.26
229	Th	90	12361.87	2.8	12170.07	2.69	5167.56	1.02	-1624.97	6.35	-6643.66
229	Pa	91	13076.92	7.94	10530.61	2.96	5834.65	4.26	-3882.77	86.91	-6286.79
229	U	92	13977.54	11.27	9172.21	6.23	6475.51	3.05	-6185.04	51.5	-2849.4
229	Np	93	14925.04	113.12	7629.46	87.15	7014.03	50	-8370.34	123.17	-2432.88
229	Pu	94	15517#	112#	6227.81	52.06	7590.75	50	*	884.39	53.13
229	Am	95	*	4990	113.52	8137.4	50	*	1265.36	100.93	*
Rn	86	9338#	196#	*	2074#	446#	7531#	196#	*	-1692#	196#
230	Fr	87	10040.09	9.39	16776#	401#	2448#	298#	5648.39	17.13	-12626#
230	Ra	88	10566.6	10.49	15305.1	20.46	3344.2	14.69	3653.71	10.37	-12135.06
230	Ac	89	11198.98	15.97	14123.78	17.21	3892.93	17.02	1664.78	16.12	-9118.85
230	Th	90	12051.03	1.14	12655.62	1.76	4769.85	1.52	-752.41	4.51	-8988.34
230	Pa	91	12892.61	5.13	11299.06	3.39	5439.43	0.71	-3062.68	51.37	-5805.3
230	U	92	13749.86	14.99	9733.92	4.65	5992.45	0.5	-5319.39	15.44	-5259.55
230	Np	93	14502.04	72	8265.24	51.45	6778.1	50	-7696#	143#	-1949.59
230	Pu	94	15295.61	32.66	6865.77	20.57	7180.61	7.12	*	-1565.13	15.89
230	Am	95	*	5242#	143#	7730#	100#	*	1863#	159#	*
Rn	86	9051#	298#	*	1748#	499#	8237#	298#	*	-1104#	298#
231	Fr	87	9730.32	9.21	17321#	401#	2172#	298#	6317.73	15.16	*
231	Ra	88	10488.11	19.18	15723.86	17.3	2905.74	18.11	4400.59	11.43	-11120#
231	Ac	89	11069.72	17.8	14483.35	13.97	3655.49	14.31	2338.45	13.16	-11012.89
231	Th	90	11912.33	2.21	13324.01	15.49	4213.26	1.55	9.88	2.48	-7989.39
231	Pa	91	12615.14	2.85	11843.47	12.24	5149.91	0.83	-2200.11	50.55	-7702.95
231	U	92	13547.17	6.45	10357.51	3.26	5576.28	1.66	-4502.99	22.69	-4345.55
231	Np	93	14297.8	100.48	8850.34	50.63	6368.4	50	-6785#	304#	-3838.06
231	Pu	94	15229.22	55.9	7479.49	23.26	6838.63	20.35	-8961#	301#	-594.97
231	Am	95	15883#	312#	5948#	312#	7423#	309#	*	-115#	304#
231	Cm	96	*	4704#	304#	8075#	316#	*	3046#	300#	*
Fr	87	9556.57	15.43	*	1964#	401#	6918.41	19.11	*	-214.97	18.01
232	Ra	88	10161.99	13.78	16129#	196#	2828.57	19.91	5050.17	9.26	-13246#
232	Ac	89	10826.6	20.51	14910.29	14.59	3345.28	14.68	3207.79	15.12	-10215.13
232	Th	90	11558.44	1.06	13647.46	10.39	4081.6	1.4	837.25	2.15	-10058.67
232	Pa	91	12369.61	8.03	12469.69	17.58	4626.99	7.89	-1413#	100#	-7105.19
232	U	92	13148.11	4.66	10831	1.15	5413.63	0.09	-3753.61	17.66	-6495.33
232	Np	93	14019#	112#	9392#	100#	6011#	100#	-5980#	316#	-3354#
232	Pu	94	14713.89	22.95	7829.8	18.11	6716	10.18	-7949#	203#	-2731.85
232	Am	95	15735#	328#	6475#	304#	7319#	304#	*	426#	304#
232	Cm	96	*	5200#	203#	7800#	200#	*	714#	203#	*
Fr	87	9303.16	21.03	*	1672#	401#	7612.02	23.51	*	351.78	21.6
233	Ra	88	10025.06	14.26	16697#	298#	2546.74	15.62	5602.35	8.72	*
233	Ac	89	10597.45	18.44	15350.48	15.16	3214.86	13.97	3818.56	13.11	-12053.77
233	Th	90	11226.81	1.07	14062.71	11.46	3744.84	15.51	1812.54	2.16	-9054.21
233	Pa	91	12077.57	1.66	12851.32	13.11	4374.62	12.18	-459.12	50.98	-8953.92
233	U	92	13029.47	3.16	11474.66	2.06	4908.68	1.18	-3132.59	50.4	-5816.58
233	Np	93	13818.56	71.77	10053.75	50.95	5626.77	50.87	-5315#	114#	-5287.01
233	Pu	94	14399.87	55.15	8332.19	50.41	6416.3	50	-7242.24	87.47	-1846.73
233	Am	95	15289#	317#	6939#	114#	7059#	53#	-9598#	246#	-1385#
233	Cm	96	16118#	308#	5592.94	75	7473.5	50	*	1641.9	73.66
233	Bk	97	*	4127#	374#	8286#	206#	*	2232#	374#	*
Ra	88	9708.96	12.41	*	2458#	196#	6317.62	8.77	*	-2448.72	15.5
234	Ac	89	10455.86	19.11	15809.58	19.76	2929.51	15.43	4502.27	14.56	-11367.83
234	Th	90	10976.41	2.57	14461.89	9.51	3671.79	10.62	2467.98	2.44	-11010.02
234	Pa	91	11750.35	8.58	13393.44	13.67	4075.62	16.36	384.05	9.23	-8258.08
234	U	92	12607.14	1.57	11879.7	0.92	4857.52	0.68	-2204.95	6.81	-7875.66
234	Np	93	13547#	100#	10569.7	11.26	5356.35	8.81	-4506#	159#	-4823.57
234	Pu	94	14155.8	18.81	8837.5	6.9	6310.05	5.09	-6374.66	18.63	-3858.18
234	Am	95	15021#	339#	7476#	187#	6800#	150#	-8994#	213#	-776#
234	Cm	96	15730#	203#	6216.45	24.69	7365.33	9.1	*	-616.11	53.25
234	Bk	97	*	4462#	332#	8098.6	50	*	2903#	175#	*
Ra	88	9347#	300#	*	2251#	423#	7112#	300#	*	-1783#	300#
235	Ac	89	10093.51	19.11	16140.84	24.04	2851.66	15.97	5068.26	19.76	*
235	Th	90	10856.6	13.12	14894.25	15.62	3376.35	17.3	3098.9	13.09	-10201.85
235	Pa	91	11343.21	14.04	13597.08	19.11	4101.13	19.11	1245.79	14.04	-9841.26
235	U	92	12142.96	2	12390.81	0.91	4678.04	0.69	-1263.56	20.5	-6983.13
235	Np	93	13048.12	50.97	11024.3	1.17	5193.79	1.47	-3582.32	52.2	-6584.78
235	Pu	94	14011.99	54.37	9314.71	20.59	5951.48	20.35	-5852#	202#	-3251.59
235	Am	95	14780#	114#	7901.1	72.94	6576	13	-8079#	404#	-2618.41
235	Cm	96	15403#	214#	6596#	207#	7300#	200#	*	395#	201#
235	Bk	97	16300#	459#	5137#	413#	7869#	500#	*	954#	431#
Ac	89	9762.83	40.67	*	2723.24	40.67	5887.04	40.67	*	-868.07	40.36
236	Th	90	10500.45	14.21	15253.37	16.29	3333.33	16.7	3810.55	14.02	-12163#
236	Pa	91	11147.6	14.56	14085.18	19.76	3754.62	19.11	1955.77	52.32	-9312.18
236	U	92	11843.02	0.33	12746.31	2.42	4572.94	0.87	-456.95	1.63	-8862.08
236	Np	93	12719.33	51.1	11538.68	50.57	5006.63	50.93	-2662#	123#	-6199.69
236	Pu	94	13591.01	6.9	9821.37	1.58	5867.15	0.08	-4953.45	18.38	-5306.22
236	Am	95	14563#	194#	8492#	112#	6256.2	50	-7502#	416#	-2291#
236	Cm	96	15012.22	25.21	7072.87	19.49	7066.99	5.09	*	-1616.34	27.5
236	Bk	97	16056#	425#	5497#	431#	7778#	500#	*	1628#	404#
Ac	89	9480#	400#	*	2675#	400#	6493#	400#	*	-306#	400#
237	Th	90	10205.29	20.51	15753#	300#	3196.12	18.02	4564.9	15.88	*
237	Pa	91	10903.91	19.11	14407.48	19.11	3794.67	18.44	2655.96	13.09	-10982.34
237	U	92	11671.29	0.53	13205.5	13.1	4233.56	0.99	298.47	1.38	-8153.97
237	Np	93	12314.08	0.91	11995.18	14.02	4957.27	0.74	-1698#	59#	-7751.26
237	Pu	94	13233.32	20.54	10405.07	1.32	5747.63	2.26	-4155.36	70.98	-4641.89
237	Am	95	14198#	79#	9051#	59#	6196#	30#	-6618#	232#	-4097#
237	Cm	96	14929#	213#	7513.27	73.86	6770.4	50	-8691.84	112.48	-943.48
237	Bk	97	15658#	459#	6015#	230#	7500#	200#	*	-141#	251#
237	Cf	98	*	4673#	219#	8220	50	*	2794.91	89.17	*
Th	90	9873#	284#	*	3169#	283#	5217#	283#	*	-3074#	284#
238	Pa	91	10582.55	21.12	14904.9	41.34	3627.93	21.12	3439.38	15.88	-10415#
238	U	92	11279.5	1.18	13525.36	14.05	4269.86	2.12	1144.57	1.22	-9936.28
238	Np	93	12066.16	50.42	12457.23	14.02	4690.82	4	-966.83	50.69	-7361.93
238	Pu	94	12881.01	1.59	10859.37	0.36	5593.27	0.19	-3281.97	12.24	-6515.95
238	Am	95	13762#	123#	9534.63	71.49	6041.7	50	-5795#	260#	-3739.14
238	Cm	96	14552.49	21.98	8034.35	12.29	6670.3	10.17	-7832#	298#	-2935.51
238	Bk	97	15469#	475#	6402#	279#	7330#	200#	*	357#	262#
238	Cf	98	*	5155#	299#	8128#	299#	*	742#	306#	*
Th	90	9647#	400#	*	2896#	500#	5878#	400#	*	-2515#	400#
239	Pa	91	10333#	196#	15261#	445#	3555#	196#	4026#	196#	*
239	U	92	10960.11	1.27	13960.32	15.91	4130.05	13.13	1984.44	1.2	-9241#
239	Np	93	11703.24	0.97	12794.5	13.11	4597.24	14.03	-79.37	1.9	-8871.95
239	Pu	94	12646.07	1.32	11379.85	0.52	5244.52	0.21	-2558.74	54.04	-6008.47
239	Am	95	13322#	59#	10059.18	1.68	5922.4	1.41	-4860#	207#	-5353.2
239	Cm	96	14242.69	89.19	8522.64	54.05	6539.7	50	-7122#	216#	-2305.16
239	Bk	97	15080#	305#	6897#	215#	7200#	200#	-9305#	363#	-1460#
239	Cf	98	15813#	226#	5556#	221#	7810#	56#	*	1535#	209#
239	Es	99	*	4210#	373#	8427#	499#	*	2051#	392#	*
Pa	91	10127#	201#	*	3264#	204#	4593#	201#	*	-1734#	200#
240	U	92	10734.91	2.85	14387#	283#	4035.39	14.2	2590.12	2.69	-11024#
240	Np	93	11281.02	17.02	13155.71	23.26	4557.41	22.03	806.1	21.9	-8310#
240	Pu	94	12180.47	0.36	11760.34	1.17	5255.82	0.14	-1598.93	1.73	-7736.31
240	Am	95	13053.95	52.53	10522.43	13.79	5707.08	52.27	-4154#	151#	-5089.86
240	Cm	96	13863.52	12.3	9016.85	1.7	6397.8	0.6	-6266.64	18.77	-4152.95
240	Bk	97	14694#	296#	7335#	158#	7199#	187#	-8534#	428#	-1015#
240	Cf	98	15429#	299#	6032.19	22.31	7710.98	3.78	*	-445.05	57.19
240	Es	99	*	4595#	475#	8231#	566#	*	2659#	451#	*
Pa	91	9840#	358#	*	3195#	500#	5380#	308#	*	-1147#	300#
241	U	92	10518#	196#	14831#	445#	3817#	196#	3242#	196#	*
241	Np	93	11193.52	70.72	13655#	208#	4307.64	71.91	1325.78	70.71	-9938#
241	Pu	94	11775.74	0.23	12195.48	1.18	5140.07	0.48	-746.65	1.18	-7049.3
241	Am	95	12598.66	1.68	10954.6	0.97	5637.82	0.12	-3097#	200#	-6670.85
241	Cm	96	13587.83	54.05	9464.39	1.2	6185.19	0.57	-5625#	166#	-3712.52
241	Bk	97	14361#	288#	7937#	200#	7037#	209#	-7831#	301#	-2767#
241	Cf	98	15085#	267#	6398#	175#	7655#	150#	-9799#	341#	313#
241	Es	99	15835#	374#	4965#	306#	8250.17	20.34	*	910#	271#
241	Fm	100	*	3721#	364#	8762#	311#	*	3846#	299#	*
U	92	10238#	201#	*	3670#	200#	3903#	201#	*	-3712#	213#
242	Np	93	11041.97	200.72	14071#	283#	4097.98	200.63	1948.86	200	-9512#
242	Pu	94	11551.08	0.68	12576.51	2.72	4984.23	0.99	-86.83	0.77	-8769#
242	Am	95	12184.73	13.79	11426.14	17.02	5588.5	0.25	-2266#	200#	-6081.07
242	Cm	96	13063.18	1.7	9899.56	0.37	6215.63	0.08	-4583.2	12.9	-5440.38
242	Bk	97	14073#	250#	8354#	200#	6887#	206#	-7067#	325#	-2490#
242	Cf	98	14746.61	22.67	6915.28	12.96	7516.86	4.07	-9013#	401#	-1603.83
242	Es	99	15540#	475#	5441#	297#	8160.12	20.34	*	1480#	325#
242	Fm	100	*	4169#	401#	8697#	499#	*	1784#	434#	*
U	92	9980#	358#	*	3484#	500#	4605#	300#	*	-3128#	361#
243	Np	93	10527#	77#	14342#	302#	4114#	198#	2701#	32#	*
243	Pu	94	11343.21	2.43	13020#	196#	4756.97	2.58	572.6	2.64	-8154#
243	Am	95	11901.98	1.23	11663.07	70.72	5439.07	0.93	-1514.65	4.55	-7530.86
243	Cm	96	12662.47	1.56	10351.12	1.03	6168.8	1	-3808#	114#	-4823.9
243	Bk	97	13485#	200#	8822.64	4.4	6874.35	4.07	-6058#	207#	-4067.35
243	Cf	98	14479#	201#	7290#	114#	7418#	100#	-8397#	243#	-1103#
243	Es	99	15259#	306#	5862#	288#	8072.11	10.17	*	-275#	288#
243	Fm	100	15882#	367#	4517#	271#	8693.4	50	*	2711#	215#
Np	93	10358#	359#	*	3867#	359#	3323#	298#	*	-2624#	298#
244	Pu	94	11053.54	2.53	13392#	201#	4665.61	1.02	1354.13	2.49	-9843#
244	Am	95	11731.51	1.02	12115.68	200	5138.01	17.04	-834.69	14.39	-7286#
244	Cm	96	12494.5	0.37	10842.98	0.68	5901.6	0.03	-3026.28	2.5	-6591.68
244	Bk	97	13163#	201#	9332.13	14.36	6778.8	4	-5312#	182#	-3750.13
244	Cf	98	14051.42	13.08	7903.53	2.47	7328.96	1.81	-7488#	201#	-2992.79
244	Es	99	14918#	314#	6286#	270#	7936#	102#	*	47#	181#
244	Fm	100	15576#	448#	4999#	201#	8550#	200#	*	687#	231#
Np	93	10128#	302#	*	3825#	424#	3990#	300#	*	-1987#	300#
245	Pu	94	10719.06	13.73	13760#	300#	4556#	196#	2173.6	13.65	*
245	Am	95	11417.21	2.01	12553#	32#	5215.38	70.73	86.63	2.15	-8590#
245	Cm	96	12320.05	1.14	11327.96	2.47	5624.49	0.49	-2380.63	2.23	-6090.42
245	Bk	97	13018.49	4.62	9939.15	1.87	6454.52	1.4	-4552#	200#	-5354.33
245	Cf	98	13747#	114#	8374.73	2.41	7258.46	1.84	-6802#	195#	-2355.66
245	Es	99	14524#	288#	6902#	200#	7909.36	3.05	-8906#	365#	-1637#
245	Fm	100	15343#	290#	5381#	226#	8436#	102#	*	1420#	195#
245	Md	101	*	4053#	369#	8984#	206#	*	1958#	355#	*
Pu	94	10553.86	14.95	*	4350#	200#	2777.83	14.98	*	-4576.99	15.07
246	Am	95	11028#	18#	12786#	299#	5152#	201#	1027#	63#	-8185#
246	Cm	96	11977.56	1.12	11767	2.67	5475.12	0.89	-1473.32	1.54	-7850.18
246	Bk	97	12889.55	61.7	10490.17	60.02	6073.98	60.01	-3934#	232#	-5222.47
246	Cf	98	13530.52	2.67	8939.55	1.06	6861.61	1	-6098.54	15.37	-4203.26
246	Es	99	14268#	288#	7391#	224#	7742#	100#	-8214#	342#	-1202#
246	Fm	100	14920#	201#	5867.29	15.49	8376.95	8.3	*	-485.35	15.49
246	Md	101	*	4489#	316#	8888.79	40.66	*	2460#	327#	*
Pu	94	10213#	196#	*	4323#	358#	3574#	196#	*	-3958#	196#
247	Am	95	10890#	100#	13315#	316#	4852#	105#	1664#	100#	*
247	Cm	96	11614.07	3.77	12222.98	13.99	5353.62	3.36	-570.76	15.8	-7150.63
247	Bk	97	12466.91	5.34	10988.85	5.39	5889.6	5	-3088.83	20.12	-6793#
247	Cf	98	13423.94	15.52	9478.62	15.38	6496.99	15.41	-5569#	116#	-3802.03
247	Es	99	13930#	201#	7813.39	19.52	7463.78	19.96	-7358#	208#	-2677.55
247	Fm	100	14657#	226#	6291#	115#	8257.67	9.74	*	293#	115#
247	Md	101	15478#	369#	5007#	288#	8764.4	10	*	747#	305#
Am	95	10574#	201#	*	4936#	359#	2483#	212#	*	-3042#	200#
248	Cm	96	11366.85	2.68	12579.99	14.96	5161.81	0.25	154.74	5.59	-9004#
248	Bk	97	12029#	93#	11492#	73#	5776#	71#	-2219#	88#	-6362#
248	Cf	98	12994.91	5.11	9956.9	5.12	6361.2	5	-4659.85	9.85	-5584.1
248	Es	99	13744#	230#	8246#	80#	7160#	50#	-6849#	243#	-2479#
248	Fm	100	14433.61	17.49	6770.38	8.54	7994.76	8.27	-8723#	225#	-1495.02
248	Md	101	15110#	351#	5331#	326#	8697#	153#	*	1280#	238#
248	No	102	*	4146#	225#	9230#	100#	*	1659#	252#	*
Am	95	10192#	314#	*	4789#	423#	3257#	298#	*	-2360#	298#
249	Cm	96	10925.08	3.98	12935#	196#	5147.61	13.42	1027.92	2.56	*
249	Bk	97	11785.81	5.2	11885#	100#	5521	1.41	-1328#	30#	-8005#
249	Cf	98	12523.75	15.38	10388.3	3.79	6293.29	0.49	-3796.4	6.19	-4958.94
249	Es	99	13546#	36#	8893#	31#	6936#	30#	-6057#	203#	-4194#
249	Fm	100	14296#	115#	7162.66	16.54	7709.06	5.93	-8263#	279#	-1007.79
249	Md	101	14847#	289#	5924#	202#	8441.08	17.54	*	-356#	207#
249	No	102	*	4468#	302#	9170#	200#	*	2595#	279#	*
Cm	96	10545.79	10	*	5169.88	17.99	1819.2	10.35	*	-4928.11	10.33
250	Bk	97	11273#	71#	12191#	200#	5531#	18#	-275#	100#	-7443#
250	Cf	98	12210.25	5.13	10800.3	2.68	6128.51	0.19	-2901.85	7.92	-6869.28
250	Es	99	13216#	113#	9433#	123#	6834#	117#	-5405#	317#	-3910#
250	Fm	100	13968.25	11.54	7743.71	9.3	7557.04	7.8	-7492#	201#	-2939.51
250	Md	101	14660#	383#	6247#	306#	8305#	201#	*	167#	303#
250	No	102	15200#	301#	4912#	201#	8950#	200#	*	756#	201#
Cm	96	10245.32	22.73	*	5116#	197#	2513	22.36	*	-4373.28	22.95
251	Bk	97	10761	10.74	12454#	298#	5650#	101#	715.74	12.24	*
251	Cf	98	11730.4	3.89	11193.62	4.08	6176.96	0.89	-1818.9	15.7	-6143.55
251	Es	99	12805#	31#	9912.05	6	6597.8	3	-4454.47	19.85	-5726.67
251	Fm	100	13707.9	16.42	8346.81	15.25	7425.1	2	-6895#	115#	-2505.44
251	Md	101	14408#	202#	6786#	36#	7963.44	4.47	-8761#	299#	-1548#
251	No	102	15075#	302#	5248#	115#	8751.71	4.06	*	1488#	115#
251	Lr	103	*	4082#	359#	9367#	363#	*	1809#	424#	*
Cm	96	10076#	298#	*	*	3021#	298#	*	-4243#	298#	
252	Bk	97	10558#	200#	*	5547#	283#	1240#	206#	*	-3672#
252	Cf	98	11278.41	2.69	11532.92	10	6216.95	0.04	-781.01	5.94	-7902.37
252	Es	99	12073#	112#	10233.3	50.19	6789#	50#	-3216#	140#	-5222.37
252	Fm	100	13399.25	9.52	8932.7	5.5	7152.7	2	-6055.8	10.74	-4608.36
252	Md	101	14262#	328#	7293#	164#	7786#	140#	-8227#	271#	-1291#
252	No	102	14835#	201#	5778.76	12.14	8548.65	5.32	*	-371.46	17.82
252	Lr	103	*	4471#	384#	9164.34	16.91	*	2481#	239#	*
Bk	97	10442#	359#	*	5400#	200#	1918#	359#	*	-3177#	359#
253	Cf	98	10976.09	5.4	11924.39	23	6125.95	3.54	-44.17	5.13	-7043#
253	Es	99	11644.37	6	10795.42	10.74	6739.24	0.05	-2162#	31#	-6813#
253	Fm	100	12750.81	15.48	9367.22	4.73	7198.04	2.68	-5012.99	7.41	-3977.85
253	Md	101	13937#	37#	7917#	32#	7573.08	8.32	-7402#	204#	-3411#
253	No	102	14633#	115#	6173.13	16.7	8414.63	4.33	-9198#	410#	254.14
253	Lr	103	15295#	360#	4969#	203#	8918.25	20.32	*	776#	240#
253	Rf	104	*	3870#	426#	9350#	300#	*	3397#	410#	*
Bk	97	10284#	359#	*	*	2403#	298#	*	-2980#	298#	
254	Cf	98	10835.85	11.22	12292#	298#	5926.89	5.08	438.61	11.68	*
254	Es	99	11446.66	50.21	11122#	200#	6615.7	1.5	-1462#	100#	-6227#
254	Fm	100	12055.47	5.81	9709.76	3.27	7307.49	1.86	-3820.55	9.89	-5687.74
254	Md	101	13200#	164#	8420#	112#	7802#	141#	-6419#	317#	-2847#
254	No	102	14290.71	13.37	6670.22	11.05	8226.19	8.05	-8475#	283#	-1911.36
254	Lr	103	15008#	384#	5217#	328#	8816.26	12.39	*	1410#	303#
254	Rf	104	*	4251#	283#	9210#	200#	*	1551#	283#	*
Cf	98	10635#	200#	*	5736#	201#	1010#	200#	*	-5253#	200#
255	Es	99	11063.9	10.82	11417#	359#	6436.34	1.34	-753.8	12.59	-7593#
255	Fm	100	11688.72	5.06	10079.85	5.69	7239.72	1.79	-3007.58	15.51	-4830.72
255	Md	101	12472#	32#	8745.41	6.56	7905.88	2.65	-5104.23	18.87	-4436.49
255	No	102	13694.13	16.43	7116.45	15.19	8428.4	3	-7522#	115#	-1384.53
255	Lr	103	14771#	203#	5803#	36#	8555.64	6.69	-9646#	359#	-794#
255	Rf	104	15370#	426#	4607#	115#	9055.46	3.92	*	2317#	115#
255	Db	105	*	3560#	412#	9440#	200#	*	2433#	469#	*
Cf	98	10443#	315#	*	5560#	100#	1554#	314#	*	-5120#	315#
256	Es	99	10946#	100#	11784#	314#	6227#	224#	-269#	158#	*
256	Fm	100	11558.61	6.04	10432.53	12.31	7027.28	5.08	-2335.24	9.53	-6611#
256	Md	101	12139#	158#	9112#	123#	7737#	112#	-4290#	148#	-3922#
256	No	102	13043.92	12.32	7658.67	7.97	8581.52	5.45	-6399.99	19.42	-3266.56
256	Lr	103	14268#	312#	6284#	130#	8811#	101#	-8752#	254#	-385.44
256	Rf	104	15119#	284#	5079.24	20.27	8925.71	15.24	*	125.84	23.25
256	Db	105	*	3951#	385#	9336.13	30.48	*	3262#	241#	*
Es	99	10828#	411#	*	6050#	200#	410#	411#	*	-4155#	411#
257	Fm	100	11352.26	5.86	10797#	200#	6863.55	1.41	-1657.22	8.02	-5740#
257	Md	101	11992.65	6.64	9674.16	10.87	7557.6	1	-3672#	44#	-5483#
257	No	102	12702.61	16.33	8130.34	7.85	8476.6	6	-5619.17	12.66	-2528.53
257	Lr	103	13424#	48#	6756#	45#	9067.74	31.21	-7541#	208#	-2080#
257	Rf	104	14606#	115#	5518.75	18.42	9082.78	8.32	*	755.39	13.24
257	Db	105	15529#	412#	4319#	204#	9206.54	20.32	*	1171#	219#
Es	99	10627#	413#	*	5884#	499#	1015#	401#	*	-3959#	401#
258	Fm	100	11203#	200#	11192#	373#	6660#	200#	-1051#	224#	*
258	Md	101	11912#	123#	10078#	100#	7271.28	1.86	-3095#	102#	-5006#
258	No	102	12487#	100#	8587#	100#	8150#	100#	-4863#	105#	-4401#
258	Lr	103	13107#	131#	7252#	159#	8904.48	18.57	-7015#	322#	-1500#
258	Rf	104	14023.65	36.6	6058.97	32.87	9192.77	30.47	-8903#	414#	-1195.19
258	Db	105	14844#	388#	4528#	316#	9500.6	50	*	1843#	309#
258	Sg	106	*	3556#	413#	9620#	300#	*	2088#	413#	*
Fm	100	11028#	283#	*	6470#	200#	-374#	283#	*	-6054#	283#
259	Md	101	11511#	200#	10357#	457#	7110#	200#	-2228#	212#	-6367#
259	No	102	12311.32	9.3	9089.4	7.7	7854	5	-4284#	73#	-3637#
259	Lr	103	12956#	84#	7719#	71#	8584#	71#	-6139#	89#	-3124#
259	Rf	104	13647#	73#	6463#	73#	9130#	71#	-8157#	136#	-404#
259	Db	105	14358#	210#	5252#	69#	9618.8	50	*	-80#	115#
259	Sg	106	*	3925#	115#	9765.08	8.13	*	2890#	119#	*
Fm	100	10803#	479#	*	6300#	300#	154#	478#	*	-5930#	479#
260	Md	101	11278#	316#	10728#	510#	6940#	300#	-1725#	340#	*
260	No	102	12009#	224#	9393#	283#	7700#	200#	-3535#	283#	-5381#
260	Lr	103	12648#	161#	7988#	124#	8396#	143#	-5396#	155#	-2636#
260	Rf	104	13337#	203#	6909#	224#	8900#	200#	-7401#	201#	-2221#
260	Db	105	14267#	319#	5687#	138#	9501#	42#	-9651#	262#	532#
260	Sg	106	14839#	413#	4371.43	37.98	9900.59	10.16	*	896#	75#
260	Bh	107	*	3052#	392#	10400.3	50	*	4043#	251#	*
Md	101	11188#	547#	*	6750#	300#	-980#	547#	*	-5105#	547#
261	No	102	11766#	200#	9827#	347#	7440#	200#	-2864#	206#	-4600#
261	Lr	103	12436#	212#	8644#	283#	8140#	200#	-4750#	228#	-4283#
261	Rf	104	13186#	88#	7337.92	50.86	8646.42	50	-6686.45	53.71	-1582#
261	Db	105	13825#	122#	6122#	131#	9218#	101#	-8825#	236#	-1257#
261	Sg	106	14657#	116#	4935#	75#	9713.7	15	*	1569#	201#
261	Bh	107	*	3436#	216#	10501.6	50	*	2171#	229#	*
Md	101	11067#	592#	*	6500#	300#	-475#	539#	*	-4899#	539#
262	No	102	11653#	412#	10242#	565#	7250#	300#	-2291#	424#	*
262	Lr	103	12318#	235#	9028#	374#	7990#	200#	-4152#	246#	-3766#
262	Rf	104	12897#	300#	7797#	300#	8490#	200#	-5973#	226#	-3351#
262	Db	105	13562#	171#	6601#	189#	9046#	101#	-8288#	338#	-594#
262	Sg	106	14324.42	40.92	5359#	203#	9599.82	15.23	*	-241.79	61.62
262	Bh	107	14925#	392#	3709#	320#	10319.5	15	*	2944#	325#
No	102	11468#	529#	*	7000#	400#	-1627#	513#	*	-7044#	529#
263	Lr	103	11971#	347#	9427#	582#	7680#	200#	-3382#	329#	-5187#
263	Rf	104	12706#	161#	8277#	252#	8252#	153#	-5435#	180#	-2635#
263	Db	105	13340#	201#	7025#	261#	8834#	152#	-7385#	348#	-2280#
263	Sg	106	13957#	96#	5706#	107#	9403.26	60.93	-9488#	157#	509#
